step,hours,val_loss,train_loss_epoch,train_loss_step,lr-AdamW,epoch,gradient_2norm
12179,0.7747,,,0.2892,4.85881e-05,26,0.43341
12208,0.7763,,,0.28169,4.85808e-05,26,0.33188
12237,0.7779,,,0.279917,4.85735e-05,26,0.291148
12257,0.7824,0.279323,0.282536,,,26,
12266,0.7832,,,0.30463,4.85662e-05,27,0.324604
12295,0.7848,,,0.280705,4.85589e-05,27,0.376628
12324,0.7864,,,0.290559,4.85515e-05,27,0.341753
12353,0.7881,,,0.279974,4.85442e-05,27,0.337994
12382,0.7897,,,0.249542,4.85368e-05,27,0.276149
12411,0.7913,,,0.272251,4.85294e-05,27,0.404004
12440,0.7929,,,0.265622,4.8522e-05,27,0.33286
12469,0.7945,,,0.276577,4.85146e-05,27,0.273952
12498,0.7961,,,0.290489,4.85071e-05,27,0.278526
12527,0.7977,,,0.270897,4.84997e-05,27,0.31007
12556,0.7993,,,0.276961,4.84922e-05,27,0.313055
12585,0.8010,,,0.283816,4.84847e-05,27,0.214179
12614,0.8026,,,0.286051,4.84772e-05,27,0.638605
12643,0.8042,,,0.279172,4.84696e-05,27,0.268513
12672,0.8058,,,0.290842,4.84621e-05,27,0.258324
12701,0.8074,,,0.283606,4.84545e-05,27,0.326001
12711,0.8113,0.279186,0.281395,,,27,
12730,0.8128,,,0.280009,4.84469e-05,28,0.29488
12759,0.8144,,,0.274003,4.84393e-05,28,0.289419
12788,0.8160,,,0.28907,4.84317e-05,28,0.366596
