tag,step,value
val_RMSE/q_150,62651,2.88091e-06
val_RMSE/q_150,63105,2.85756e-06
val_RMSE/q_150,63559,2.85853e-06
val_RMSE/q_150,64013,2.90488e-06
val_RMSE/q_150,64467,3.37171e-06
val_RMSE/q_150,64921,3.20492e-06
val_RMSE/q_150,65375,2.86455e-06
val_RMSE/q_150,65829,2.86818e-06
val_RMSE/q_150,66283,2.93778e-06
val_RMSE/q_150,66737,2.85727e-06
val_RMSE/q_150,67191,2.86071e-06
val_RMSE/q_150,67645,2.85865e-06
val_RMSE/q_150,68099,2.86154e-06
val_RMSE/q_150,68553,2.86221e-06
val_RMSE/q_150,69007,2.85923e-06
val_RMSE/q_150,69461,2.8639e-06
val_RMSE/q_150,69915,2.85627e-06
val_RMSE/q_150,70369,2.87152e-06
val_RMSE/q_150,70823,2.87361e-06
val_RMSE/q_150,71277,2.85411e-06
val_RMSE/q_150,71731,2.85586e-06
val_RMSE/q_150,72185,3.04909e-06
val_RMSE/q_150,72639,2.86263e-06
val_RMSE/q_150,73093,2.86088e-06
val_RMSE/q_150,73547,2.86876e-06
val_RMSE/q_150,74001,2.98344e-06
val_RMSE/q_150,74455,2.86412e-06
val_RMSE/q_150,74909,4.94469e-06
val_RMSE/q_150,75363,2.85365e-06
val_RMSE/q_150,75817,2.85802e-06
val_RMSE/q_150,76271,2.85869e-06
val_RMSE/q_150,76725,2.86144e-06
val_RMSE/q_150,77179,2.85812e-06
val_RMSE/q_150,77633,2.85727e-06
val_RMSE/q_150,78087,2.85695e-06
val_RMSE/q_150,78541,3.17242e-06
val_RMSE/q_150,78995,2.85474e-06
val_RMSE/q_150,79449,2.85327e-06
val_RMSE/q_150,79903,2.85675e-06
val_RMSE/q_150,80357,2.85637e-06
val_RMSE/q_150,80811,2.85976e-06
val_RMSE/q_150,81265,2.85396e-06
val_RMSE/q_150,81719,2.86071e-06
val_RMSE/q_150,82173,2.85636e-06
val_RMSE/q_150,82627,2.85651e-06
val_RMSE/q_150,83081,2.85803e-06
val_RMSE/q_150,83535,2.89104e-06
val_RMSE/q_150,83989,2.89694e-06
val_RMSE/q_150,84443,2.8596e-06
val_RMSE/q_150,84897,2.85742e-06
val_RMSE/q_150,85351,2.8571e-06
val_RMSE/q_150,85805,2.85609e-06
val_RMSE/q_150,86259,2.86282e-06
val_RMSE/q_150,86713,2.85528e-06
val_RMSE/q_150,87167,2.85618e-06
val_RMSE/q_150,87621,2.86351e-06
val_RMSE/q_150,88075,2.85521e-06
val_RMSE/q_150,88529,2.85839e-06
val_RMSE/q_150,88983,2.85668e-06
val_RMSE/q_150,89437,2.85577e-06
val_RMSE/q_150,89891,2.85686e-06
val_RMSE/q_150,90345,2.86637e-06
val_RMSE/q_150,90799,2.8566e-06
val_RMSE/q_150,91253,2.85647e-06
val_RMSE/q_150,91707,2.86467e-06
val_RMSE/q_150,92161,2.86101e-06
val_RMSE/q_150,92615,2.8573e-06
val_RMSE/q_150,93069,2.85752e-06
val_RMSE/q_150,93523,2.85741e-06
val_RMSE/q_150,93977,2.85479e-06
val_RMSE/q_150,94431,2.85409e-06
val_RMSE/q_150,94885,2.86002e-06
val_RMSE/q_150,95339,2.86279e-06
val_RMSE/q_150,95793,2.85684e-06
val_RMSE/q_150,96247,2.85606e-06
val_RMSE/q_150,96701,2.85824e-06
val_RMSE/q_150,97155,2.85503e-06
val_RMSE/q_150,97609,2.85596e-06
val_RMSE/q_150,98063,2.85621e-06
val_RMSE/q_150,98517,2.85664e-06
val_RMSE/q_150,98971,2.85616e-06
val_RMSE/q_150,99425,2.85564e-06
val_RMSE/q_150,99879,2.85868e-06
val_RMSE/q_150,100333,2.85616e-06
val_RMSE/q_150,100787,2.85654e-06
val_RMSE/q_150,101241,2.85714e-06
val_RMSE/q_150,101695,2.85605e-06
val_RMSE/q_150,102149,2.85653e-06
val_RMSE/q_150,102603,2.85644e-06
val_RMSE/q_150,103057,2.85626e-06
val_RMSE/q_150,103511,2.85662e-06
val_RMSE/q_150,103965,2.85658e-06
val_RMSE/q_150,104419,2.85623e-06
val_RMSE/q_150,104873,2.8563e-06
val_RMSE/q_200,453,1.99362e-05
val_RMSE/q_200,907,1.89121e-05
val_RMSE/q_200,1361,1.86611e-05
val_RMSE/q_200,1815,1.84103e-05
val_RMSE/q_200,2269,1.82596e-05
val_RMSE/q_200,2723,1.84088e-05
val_RMSE/q_200,3177,1.85514e-05
val_RMSE/q_200,3631,1.86575e-05
val_RMSE/q_200,4085,1.88026e-05
val_RMSE/q_200,4539,1.93512e-05
val_RMSE/q_200,4993,1.9537e-05
val_RMSE/q_200,5447,1.968e-05
val_RMSE/q_200,5901,2.50277e-05
val_RMSE/q_200,6355,1.92528e-05
val_RMSE/q_200,6809,1.91157e-05
val_RMSE/q_200,7263,1.9162e-05
val_RMSE/q_200,7717,1.97946e-05
val_RMSE/q_200,8171,1.99289e-05
val_RMSE/q_200,8625,1.99692e-05
val_RMSE/q_200,9079,1.98574e-05
val_RMSE/q_200,9533,1.99974e-05
val_RMSE/q_200,9987,2.00918e-05
val_RMSE/q_200,10441,2.07874e-05
val_RMSE/q_200,10895,2.0298e-05
val_RMSE/q_200,11349,2.06709e-05
val_RMSE/q_200,11803,2.10151e-05
val_RMSE/q_200,12257,2.09317e-05
val_RMSE/q_200,12711,2.17666e-05
val_RMSE/q_200,13165,2.35248e-05
val_RMSE/q_200,13619,2.36057e-05
val_RMSE/q_200,14073,2.37023e-05
val_RMSE/q_200,14527,2.32968e-05
val_RMSE/q_200,14981,2.12887e-05
val_RMSE/q_200,15435,2.19147e-05
val_RMSE/q_200,15889,2.24763e-05
val_RMSE/q_200,16343,2.08845e-05
val_RMSE/q_200,16797,2.05517e-05
val_RMSE/q_200,17251,2.06774e-05
val_RMSE/q_200,17705,2.13608e-05
val_RMSE/q_200,18159,2.11116e-05
val_RMSE/q_200,18613,2.09455e-05
val_RMSE/q_200,19067,2.13708e-05
val_RMSE/q_200,19521,2.19414e-05
val_RMSE/q_200,19975,2.08487e-05
val_RMSE/q_200,20429,2.03842e-05
val_RMSE/q_200,20883,2.09082e-05
val_RMSE/q_200,21337,2.05393e-05
val_RMSE/q_200,21791,1.96771e-05
val_RMSE/q_200,22245,5.46137e-05
val_RMSE/q_200,22699,7.8176e-05
val_RMSE/q_200,23153,2.44932e-05
val_RMSE/q_200,23607,0.000212037
val_RMSE/q_200,24061,0.000162398
val_RMSE/q_200,24515,0.00015091
val_RMSE/q_200,24969,0.000139628
val_RMSE/q_200,25423,0.000124384
val_RMSE/q_200,25877,0.000112818
val_RMSE/q_200,26331,0.000113735
val_RMSE/q_200,26785,0.000109303
val_RMSE/q_200,27239,9.49818e-05
val_RMSE/q_200,27693,8.94861e-05
val_RMSE/q_200,28147,9.21786e-05
val_RMSE/q_200,28601,9.2244e-05
val_RMSE/q_200,29055,9.00966e-05
val_RMSE/q_200,29509,9.31531e-05
val_RMSE/q_200,29963,0.000101084
val_RMSE/q_200,30417,9.95384e-05
val_RMSE/q_200,30871,0.000103051
val_RMSE/q_200,31325,0.000101801
val_RMSE/q_200,31779,9.76565e-05
val_RMSE/q_200,32233,9.32547e-05
val_RMSE/q_200,32687,8.16433e-05
val_RMSE/q_200,33141,7.32956e-05
val_RMSE/q_200,33595,6.10837e-05
val_RMSE/q_200,34049,5.81528e-05
val_RMSE/q_200,34503,5.17907e-05
val_RMSE/q_200,34957,4.64539e-05
val_RMSE/q_200,35411,4.45551e-05
val_RMSE/q_200,35865,3.56269e-05
val_RMSE/q_200,36319,2.63262e-05
val_RMSE/q_200,36773,2.06738e-05
val_RMSE/q_200,37227,2.0161e-05
val_RMSE/q_200,37681,2.1707e-05
val_RMSE/q_200,38135,0.000179453
val_RMSE/q_200,38589,0.000209688
val_RMSE/q_200,39043,2.05527e-05
val_RMSE/q_200,39497,1.97966e-05
val_RMSE/q_200,39951,1.95512e-05
val_RMSE/q_200,40405,1.94687e-05
val_RMSE/q_200,40859,1.96593e-05
val_RMSE/q_200,41313,1.96388e-05
val_RMSE/q_200,41767,2.001e-05
val_RMSE/q_200,42221,0.000139977
val_RMSE/q_200,42675,7.4225e-05
val_RMSE/q_200,43129,4.71043e-05
val_RMSE/q_200,43583,3.2492e-05
val_RMSE/q_200,44037,2.41322e-05
val_RMSE/q_200,44491,2.22482e-05
val_RMSE/q_200,44945,2.153e-05
val_RMSE/q_200,45399,2.05291e-05
val_RMSE/q_200,45853,2.01855e-05
val_RMSE/q_200,46307,1.99302e-05
val_RMSE/q_200,46761,2.02748e-05
val_RMSE/q_200,47215,1.97959e-05
val_RMSE/q_200,47669,1.95617e-05
val_RMSE/q_200,48123,2.92542e-05
val_RMSE/q_200,48577,1.9652e-05
val_RMSE/q_200,49031,2.6869e-05
val_RMSE/q_200,49485,1.94796e-05
val_RMSE/q_200,49939,1.94281e-05
val_RMSE/q_200,50393,1.94718e-05
val_RMSE/q_200,50847,1.93789e-05
val_RMSE/q_200,51301,1.93765e-05
val_RMSE/q_200,51755,1.93215e-05
val_RMSE/q_200,52209,4.6453e-05
val_RMSE/q_200,52663,5.72268e-05
val_RMSE/q_200,53117,1.93468e-05
val_RMSE/q_200,53571,1.98305e-05
val_RMSE/q_200,54025,2.55642e-05
val_RMSE/q_200,54479,1.98108e-05
val_RMSE/q_200,54933,1.95662e-05
val_RMSE/q_200,55387,1.92936e-05
val_RMSE/q_200,55841,1.96322e-05
val_RMSE/q_200,56295,1.93549e-05
val_RMSE/q_200,56749,1.92956e-05
val_RMSE/q_200,57203,1.92747e-05
val_RMSE/q_200,57657,1.93498e-05
val_RMSE/q_200,58111,1.92872e-05
val_RMSE/q_200,58565,1.92835e-05
val_RMSE/q_200,59019,1.93072e-05
val_RMSE/q_200,59473,1.93403e-05
val_RMSE/q_200,59927,2.38172e-05
val_RMSE/q_200,60381,1.98083e-05
val_RMSE/q_200,60835,1.92552e-05
val_RMSE/q_200,61289,1.92605e-05
val_RMSE/q_200,61743,1.92086e-05
val_RMSE/q_200,62197,5.54719e-05
val_RMSE/q_200,62651,1.92495e-05
val_RMSE/q_200,63105,1.92081e-05
val_RMSE/q_200,63559,1.9188e-05
val_RMSE/q_200,64013,1.9267e-05
val_RMSE/q_200,64467,1.95202e-05
val_RMSE/q_200,64921,2.25399e-05
val_RMSE/q_200,65375,1.91982e-05
val_RMSE/q_200,65829,1.91995e-05
val_RMSE/q_200,66283,1.94652e-05
val_RMSE/q_200,66737,1.9174e-05
val_RMSE/q_200,67191,1.91759e-05
val_RMSE/q_200,67645,1.91154e-05
val_RMSE/q_200,68099,1.91494e-05
val_RMSE/q_200,68553,1.91506e-05
val_RMSE/q_200,69007,1.91914e-05
val_RMSE/q_200,69461,1.91693e-05
val_RMSE/q_200,69915,1.91432e-05
val_RMSE/q_200,70369,1.91863e-05
val_RMSE/q_200,70823,1.93499e-05
val_RMSE/q_200,71277,1.92132e-05
val_RMSE/q_200,71731,1.91626e-05
val_RMSE/q_200,72185,2.01771e-05
val_RMSE/q_200,72639,1.91644e-05
val_RMSE/q_200,73093,1.91448e-05
val_RMSE/q_200,73547,1.91417e-05
val_RMSE/q_200,74001,2.09644e-05
val_RMSE/q_200,74455,1.92005e-05
val_RMSE/q_200,74909,3.22882e-05
val_RMSE/q_200,75363,1.91241e-05
val_RMSE/q_200,75817,1.91725e-05
val_RMSE/q_200,76271,1.91317e-05
val_RMSE/q_200,76725,1.91528e-05
val_RMSE/q_200,77179,1.91244e-05
val_RMSE/q_200,77633,1.90945e-05
val_RMSE/q_200,78087,1.91104e-05
val_RMSE/q_200,78541,2.0852e-05
val_RMSE/q_200,78995,1.91138e-05
val_RMSE/q_200,79449,1.91185e-05
val_RMSE/q_200,79903,1.91072e-05
val_RMSE/q_200,80357,1.90994e-05
val_RMSE/q_200,80811,1.91016e-05
val_RMSE/q_200,81265,1.91084e-05
val_RMSE/q_200,81719,1.91622e-05
val_RMSE/q_200,82173,1.9108e-05
val_RMSE/q_200,82627,1.90878e-05
val_RMSE/q_200,83081,1.91211e-05
val_RMSE/q_200,83535,1.92475e-05
val_RMSE/q_200,83989,1.9444e-05
val_RMSE/q_200,84443,1.91154e-05
val_RMSE/q_200,84897,1.90963e-05
val_RMSE/q_200,85351,1.90657e-05
val_RMSE/q_200,85805,1.90977e-05
val_RMSE/q_200,86259,1.90951e-05
val_RMSE/q_200,86713,1.90744e-05
val_RMSE/q_200,87167,1.90912e-05
val_RMSE/q_200,87621,1.91384e-05
val_RMSE/q_200,88075,1.90893e-05
val_RMSE/q_200,88529,1.90892e-05
val_RMSE/q_200,88983,1.90888e-05
val_RMSE/q_200,89437,1.90809e-05
val_RMSE/q_200,89891,1.90898e-05
val_RMSE/q_200,90345,1.91012e-05
val_RMSE/q_200,90799,1.90847e-05
val_RMSE/q_200,91253,1.90874e-05
val_RMSE/q_200,91707,1.90941e-05
val_RMSE/q_200,92161,1.90995e-05
val_RMSE/q_200,92615,1.90929e-05
val_RMSE/q_200,93069,1.90917e-05
val_RMSE/q_200,93523,1.90795e-05
val_RMSE/q_200,93977,1.90905e-05
val_RMSE/q_200,94431,1.9097e-05
val_RMSE/q_200,94885,1.91569e-05
val_RMSE/q_200,95339,1.90997e-05
val_RMSE/q_200,95793,1.90845e-05
val_RMSE/q_200,96247,1.90852e-05
val_RMSE/q_200,96701,1.90886e-05
val_RMSE/q_200,97155,1.90818e-05
val_RMSE/q_200,97609,1.90838e-05
val_RMSE/q_200,98063,1.9086e-05
val_RMSE/q_200,98517,1.90827e-05
val_RMSE/q_200,98971,1.90861e-05
val_RMSE/q_200,99425,1.90861e-05
val_RMSE/q_200,99879,1.90868e-05
val_RMSE/q_200,100333,1.90867e-05
val_RMSE/q_200,100787,1.90856e-05
val_RMSE/q_200,101241,1.90939e-05
val_RMSE/q_200,101695,1.90949e-05
val_RMSE/q_200,102149,1.90807e-05
val_RMSE/q_200,102603,1.90808e-05
val_RMSE/q_200,103057,1.90841e-05
val_RMSE/q_200,103511,1.9083e-05
val_RMSE/q_200,103965,1.9082e-05
val_RMSE/q_200,104419,1.90813e-05
val_RMSE/q_200,104873,1.90827e-05
val_RMSE/q_250,453,6.80544e-05
val_RMSE/q_250,907,6.33798e-05
val_RMSE/q_250,1361,6.23303e-05
val_RMSE/q_250,1815,6.13504e-05
val_RMSE/q_250,2269,6.10816e-05
val_RMSE/q_250,2723,6.10204e-05
val_RMSE/q_250,3177,6.15491e-05
val_RMSE/q_250,3631,6.16918e-05
val_RMSE/q_250,4085,6.29275e-05
val_RMSE/q_250,4539,6.40492e-05
val_RMSE/q_250,4993,6.66734e-05
val_RMSE/q_250,5447,6.44788e-05
val_RMSE/q_250,5901,7.44019e-05
val_RMSE/q_250,6355,6.38317e-05
val_RMSE/q_250,6809,6.39593e-05
val_RMSE/q_250,7263,6.36153e-05
val_RMSE/q_250,7717,6.57193e-05
val_RMSE/q_250,8171,6.535e-05
val_RMSE/q_250,8625,6.62832e-05
val_RMSE/q_250,9079,6.69789e-05
val_RMSE/q_250,9533,6.87378e-05
val_RMSE/q_250,9987,6.71348e-05
val_RMSE/q_250,10441,6.79615e-05
val_RMSE/q_250,10895,6.68809e-05
val_RMSE/q_250,11349,6.78118e-05
val_RMSE/q_250,11803,6.67224e-05
val_RMSE/q_250,12257,6.86371e-05
val_RMSE/q_250,12711,7.06644e-05
val_RMSE/q_250,13165,8.24307e-05
val_RMSE/q_250,13619,7.75254e-05
val_RMSE/q_250,14073,7.45248e-05
val_RMSE/q_250,14527,6.86414e-05
val_RMSE/q_250,14981,6.79565e-05
val_RMSE/q_250,15435,6.91996e-05
val_RMSE/q_250,15889,7.16069e-05
val_RMSE/q_250,16343,7.03575e-05
val_RMSE/q_250,16797,6.81839e-05
val_RMSE/q_250,17251,6.7866e-05
val_RMSE/q_250,17705,7.13957e-05
val_RMSE/q_250,18159,6.88286e-05
val_RMSE/q_250,18613,6.76294e-05
val_RMSE/q_250,19067,6.84539e-05
val_RMSE/q_250,19521,6.85675e-05
val_RMSE/q_250,19975,6.80869e-05
val_RMSE/q_250,20429,6.66387e-05
val_RMSE/q_250,20883,6.65101e-05
val_RMSE/q_250,21337,6.7911e-05
val_RMSE/q_250,21791,6.55198e-05
val_RMSE/q_250,22245,0.000180929
val_RMSE/q_250,22699,0.000264128
val_RMSE/q_250,23153,8.31421e-05
val_RMSE/q_250,23607,0.000579698
val_RMSE/q_250,24061,0.000419223
val_RMSE/q_250,24515,0.000386227
val_RMSE/q_250,24969,0.000365101
val_RMSE/q_250,25423,0.000308457
val_RMSE/q_250,25877,0.000276153
val_RMSE/q_250,26331,0.000264621
val_RMSE/q_250,26785,0.000261525
val_RMSE/q_250,27239,0.000222437
val_RMSE/q_250,27693,0.000210388
val_RMSE/q_250,28147,0.000207315
val_RMSE/q_250,28601,0.000206443
val_RMSE/q_250,29055,0.000191058
val_RMSE/q_250,29509,0.000198419
val_RMSE/q_250,29963,0.000212872
val_RMSE/q_250,30417,0.000217139
val_RMSE/q_250,30871,0.000221951
val_RMSE/q_250,31325,0.000217375
val_RMSE/q_250,31779,0.000206965
val_RMSE/q_250,32233,0.000197206
val_RMSE/q_250,32687,0.00017349
val_RMSE/q_250,33141,0.000150593
val_RMSE/q_250,33595,0.000125789
val_RMSE/q_250,34049,0.00011444
val_RMSE/q_250,34503,0.000107229
val_RMSE/q_250,34957,9.95566e-05
val_RMSE/q_250,35411,9.56238e-05
val_RMSE/q_250,35865,8.24948e-05
val_RMSE/q_250,36319,7.28843e-05
val_RMSE/q_250,36773,6.74644e-05
val_RMSE/q_250,37227,6.63337e-05
val_RMSE/q_250,37681,7.05966e-05
val_RMSE/q_250,38135,0.000452984
val_RMSE/q_250,38589,0.000696109
val_RMSE/q_250,39043,6.72477e-05
val_RMSE/q_250,39497,6.45377e-05
val_RMSE/q_250,39951,6.40191e-05
val_RMSE/q_250,40405,6.38717e-05
val_RMSE/q_250,40859,6.42428e-05
val_RMSE/q_250,41313,6.46597e-05
val_RMSE/q_250,41767,6.59977e-05
val_RMSE/q_250,42221,0.000559553
val_RMSE/q_250,42675,0.000221156
val_RMSE/q_250,43129,0.000118106
val_RMSE/q_250,43583,8.34913e-05
val_RMSE/q_250,44037,7.34569e-05
val_RMSE/q_250,44491,7.08594e-05
val_RMSE/q_250,44945,6.93157e-05
val_RMSE/q_250,45399,6.59063e-05
val_RMSE/q_250,45853,6.56901e-05
val_RMSE/q_250,46307,6.54252e-05
val_RMSE/q_250,46761,6.53519e-05
val_RMSE/q_250,47215,6.53164e-05
val_RMSE/q_250,47669,6.47549e-05
val_RMSE/q_250,48123,8.09186e-05
val_RMSE/q_250,48577,6.5144e-05
val_RMSE/q_250,49031,9.3592e-05
val_RMSE/q_250,49485,6.43404e-05
val_RMSE/q_250,49939,6.43123e-05
val_RMSE/q_250,50393,6.41967e-05
val_RMSE/q_250,50847,6.4175e-05
val_RMSE/q_250,51301,6.41897e-05
val_RMSE/q_250,51755,6.4421e-05
val_RMSE/q_250,52209,0.000110062
val_RMSE/q_250,52663,0.000140373
val_RMSE/q_250,53117,6.42745e-05
val_RMSE/q_250,53571,6.59749e-05
val_RMSE/q_250,54025,8.35503e-05
val_RMSE/q_250,54479,6.57551e-05
val_RMSE/q_250,54933,6.5204e-05
val_RMSE/q_250,55387,6.36905e-05
val_RMSE/q_250,55841,6.48772e-05
val_RMSE/q_250,56295,6.41716e-05
val_RMSE/q_250,56749,6.37597e-05
val_RMSE/q_250,57203,6.36898e-05
val_RMSE/q_250,57657,6.40588e-05
val_RMSE/q_250,58111,6.41483e-05
val_RMSE/q_250,58565,6.39246e-05
val_RMSE/q_250,59019,6.40495e-05
val_RMSE/q_250,59473,6.37473e-05
val_RMSE/q_250,59927,7.23692e-05
val_RMSE/q_250,60381,6.44899e-05
val_RMSE/q_250,60835,6.38783e-05
val_RMSE/q_250,61289,6.37089e-05
val_RMSE/q_250,61743,6.37314e-05
val_RMSE/q_250,62197,0.000155032
val_RMSE/q_250,62651,6.40523e-05
val_RMSE/q_250,63105,6.35547e-05
val_RMSE/q_250,63559,6.35563e-05
val_RMSE/q_250,64013,6.43174e-05
val_RMSE/q_250,64467,6.80297e-05
val_RMSE/q_250,64921,7.08911e-05
val_RMSE/q_250,65375,6.35831e-05
val_RMSE/q_250,65829,6.37898e-05
val_RMSE/q_250,66283,6.48025e-05
val_RMSE/q_250,66737,6.3585e-05
val_RMSE/q_250,67191,6.36447e-05
val_RMSE/q_250,67645,6.36109e-05
val_RMSE/q_250,68099,6.36872e-05
val_RMSE/q_250,68553,6.36747e-05
val_RMSE/q_250,69007,6.35684e-05
val_RMSE/q_250,69461,6.36033e-05
val_RMSE/q_250,69915,6.34473e-05
val_RMSE/q_250,70369,6.35849e-05
val_RMSE/q_250,70823,6.39922e-05
val_RMSE/q_250,71277,6.34905e-05
val_RMSE/q_250,71731,6.33777e-05
val_RMSE/q_250,72185,6.91435e-05
val_RMSE/q_250,72639,6.34408e-05
val_RMSE/q_250,73093,6.34464e-05
val_RMSE/q_250,73547,6.376e-05
val_RMSE/q_250,74001,6.62412e-05
val_RMSE/q_250,74455,6.36367e-05
val_RMSE/q_250,74909,0.000101019
val_RMSE/q_250,75363,6.34046e-05
val_RMSE/q_250,75817,6.34535e-05
val_RMSE/q_250,76271,6.34603e-05
val_RMSE/q_250,76725,6.34195e-05
val_RMSE/q_250,77179,6.34829e-05
val_RMSE/q_250,77633,6.34126e-05
val_RMSE/q_250,78087,6.34142e-05
val_RMSE/q_250,78541,6.76649e-05
val_RMSE/q_250,78995,6.33062e-05
val_RMSE/q_250,79449,6.333e-05
val_RMSE/q_250,79903,6.34488e-05
val_RMSE/q_250,80357,6.34978e-05
val_RMSE/q_250,80811,6.35093e-05
val_RMSE/q_250,81265,6.33852e-05
val_RMSE/q_250,81719,6.36243e-05
val_RMSE/q_250,82173,6.34812e-05
val_RMSE/q_250,82627,6.34571e-05
val_RMSE/q_250,83081,6.34552e-05
val_RMSE/q_250,83535,6.43854e-05
val_RMSE/q_250,83989,6.4553e-05
val_RMSE/q_250,84443,6.35108e-05
val_RMSE/q_250,84897,6.33206e-05
val_RMSE/q_250,85351,6.34487e-05
val_RMSE/q_250,85805,6.34366e-05
val_RMSE/q_250,86259,6.35603e-05
val_RMSE/q_250,86713,6.33763e-05
val_RMSE/q_250,87167,6.34379e-05
val_RMSE/q_250,87621,6.36497e-05
val_RMSE/q_250,88075,6.34109e-05
val_RMSE/q_250,88529,6.34065e-05
val_RMSE/q_250,88983,6.33287e-05
val_RMSE/q_250,89437,6.34251e-05
val_RMSE/q_250,89891,6.33396e-05
val_RMSE/q_250,90345,6.34994e-05
val_RMSE/q_250,90799,6.33472e-05
val_RMSE/q_250,91253,6.3396e-05
val_RMSE/q_250,91707,6.3522e-05
val_RMSE/q_250,92161,6.36016e-05
val_RMSE/q_250,92615,6.34216e-05
val_RMSE/q_250,93069,6.34041e-05
val_RMSE/q_250,93523,6.3288e-05
val_RMSE/q_250,93977,6.33588e-05
val_RMSE/q_250,94431,6.34032e-05
val_RMSE/q_250,94885,6.33853e-05
val_RMSE/q_250,95339,6.32087e-05
val_RMSE/q_250,95793,6.3369e-05
val_RMSE/q_250,96247,6.3409e-05
val_RMSE/q_250,96701,6.32926e-05
val_RMSE/q_250,97155,6.32905e-05
val_RMSE/q_250,97609,6.34076e-05
val_RMSE/q_250,98063,6.33028e-05
val_RMSE/q_250,98517,6.33686e-05
val_RMSE/q_250,98971,6.33715e-05
val_RMSE/q_250,99425,6.33412e-05
val_RMSE/q_250,99879,6.34801e-05
val_RMSE/q_250,100333,6.33339e-05
val_RMSE/q_250,100787,6.33527e-05
val_RMSE/q_250,101241,6.3356e-05
val_RMSE/q_250,101695,6.335e-05
val_RMSE/q_250,102149,6.33539e-05
val_RMSE/q_250,102603,6.33592e-05
val_RMSE/q_250,103057,6.33508e-05
val_RMSE/q_250,103511,6.33509e-05
val_RMSE/q_250,103965,6.33663e-05
val_RMSE/q_250,104419,6.33549e-05
val_RMSE/q_250,104873,6.33587e-05
val_RMSE/q_300,453,0.000143095
val_RMSE/q_300,907,0.00013098
val_RMSE/q_300,1361,0.000127462
val_RMSE/q_300,1815,0.000125197
val_RMSE/q_300,2269,0.000124453
val_RMSE/q_300,2723,0.000124013
val_RMSE/q_300,3177,0.000125298
val_RMSE/q_300,3631,0.000126901
val_RMSE/q_300,4085,0.000127325
val_RMSE/q_300,4539,0.000131374
val_RMSE/q_300,4993,0.000134622
val_RMSE/q_300,5447,0.000132959
val_RMSE/q_300,5901,0.000176978
val_RMSE/q_300,6355,0.000130798
val_RMSE/q_300,6809,0.000130236
val_RMSE/q_300,7263,0.000130774
val_RMSE/q_300,7717,0.000134051
val_RMSE/q_300,8171,0.000135341
val_RMSE/q_300,8625,0.000136094
val_RMSE/q_300,9079,0.00013686
val_RMSE/q_300,9533,0.000138989
val_RMSE/q_300,9987,0.000137465
val_RMSE/q_300,10441,0.000144185
val_RMSE/q_300,10895,0.000139193
val_RMSE/q_300,11349,0.000141187
val_RMSE/q_300,11803,0.000141264
val_RMSE/q_300,12257,0.000149039
val_RMSE/q_300,12711,0.000158988
val_RMSE/q_300,13165,0.000173619
val_RMSE/q_300,13619,0.000172001
val_RMSE/q_300,14073,0.000160758
val_RMSE/q_300,14527,0.000154968
val_RMSE/q_300,14981,0.000145627
val_RMSE/q_300,15435,0.000166336
val_RMSE/q_300,15889,0.000164871
val_RMSE/q_300,16343,0.000150467
val_RMSE/q_300,16797,0.00014119
val_RMSE/q_300,17251,0.000142231
val_RMSE/q_300,17705,0.000152181
val_RMSE/q_300,18159,0.000146237
val_RMSE/q_300,18613,0.000142211
val_RMSE/q_300,19067,0.000147045
val_RMSE/q_300,19521,0.000146481
val_RMSE/q_300,19975,0.000142585
val_RMSE/q_300,20429,0.000139874
val_RMSE/q_300,20883,0.000145346
val_RMSE/q_300,21337,0.00014155
val_RMSE/q_300,21791,0.000135277
val_RMSE/q_300,22245,0.000405463
val_RMSE/q_300,22699,0.000625625
val_RMSE/q_300,23153,0.000177554
val_RMSE/q_300,23607,0.00174944
val_RMSE/q_300,24061,0.00130799
val_RMSE/q_300,24515,0.00123036
val_RMSE/q_300,24969,0.0011924
val_RMSE/q_300,25423,0.00100782
val_RMSE/q_300,25877,0.000919711
val_RMSE/q_300,26331,0.00090474
val_RMSE/q_300,26785,0.000918177
val_RMSE/q_300,27239,0.000779893
val_RMSE/q_300,27693,0.000732455
val_RMSE/q_300,28147,0.000730405
val_RMSE/q_300,28601,0.000731981
val_RMSE/q_300,29055,0.000679116
val_RMSE/q_300,29509,0.000719609
val_RMSE/q_300,29963,0.0007847
val_RMSE/q_300,30417,0.000795443
val_RMSE/q_300,30871,0.00082844
val_RMSE/q_300,31325,0.000799539
val_RMSE/q_300,31779,0.000765546
val_RMSE/q_300,32233,0.0007351
val_RMSE/q_300,32687,0.000666207
val_RMSE/q_300,33141,0.000591691
val_RMSE/q_300,33595,0.000491837
val_RMSE/q_300,34049,0.000459814
val_RMSE/q_300,34503,0.000401663
val_RMSE/q_300,34957,0.000348422
val_RMSE/q_300,35411,0.000332579
val_RMSE/q_300,35865,0.000263474
val_RMSE/q_300,36319,0.000188139
val_RMSE/q_300,36773,0.000144403
val_RMSE/q_300,37227,0.000140242
val_RMSE/q_300,37681,0.000152415
val_RMSE/q_300,38135,0.00146464
val_RMSE/q_300,38589,0.00165846
val_RMSE/q_300,39043,0.000143346
val_RMSE/q_300,39497,0.000135795
val_RMSE/q_300,39951,0.000133775
val_RMSE/q_300,40405,0.000133452
val_RMSE/q_300,40859,0.000134645
val_RMSE/q_300,41313,0.000134385
val_RMSE/q_300,41767,0.000138831
val_RMSE/q_300,42221,0.00129521
